Time (s),W,X,Y,Z
0.000000000,0.9717832,0.09716543,-0.2060046,-0.01964951
0.020072460,0.9717928,0.09713737,-0.2059713,-0.01965708
0.040144920,0.9717997,0.09712283,-0.2059472,-0.01964707
0.060217381,0.9718038,0.09712047,-0.2059292,-0.01964159
0.080289841,0.9718029,0.0970817,-0.2059513,-0.01964813
0.100362301,0.9718074,0.09699075,-0.2059716,-0.01966439
0.120434761,0.9718158,0.09693468,-0.2059549,-0.01969308
0.140507698,0.9718195,0.09694356,-0.2059319,-0.01971442
0.160580158,0.9718193,0.09698682,-0.2059087,-0.01974624
0.180652618,0.9718205,0.09703136,-0.2058781,-0.01979032
0.200725079,0.9718183,0.09706163,-0.2058713,-0.01982763
0.220797539,0.9718188,0.09700223,-0.2058917,-0.01987974
0.240869999,0.9718204,0.09689952,-0.2059272,-0.01992835
0.260942459,0.9718184,0.09676175,-0.205999,-0.01995816
0.281014919,0.9718214,0.09656507,-0.2060724,-0.02000187
0.298579693,0.971823,0.09639625,-0.206139,-0.02005487
0.318650246,0.9718222,0.09626751,-0.2061981,-0.0201032
0.338722706,0.9718244,0.09612657,-0.2062485,-0.02015377
0.358795166,0.9718188,0.09598918,-0.2063333,-0.02021284
0.378867626,0.9718177,0.09586471,-0.206391,-0.02026728
0.398940086,0.9718154,0.0957629,-0.2064441,-0.02031718
0.419012547,0.9718139,0.09567392,-0.2064876,-0.02036659
0.439085007,0.9718138,0.09561411,-0.2065125,-0.02040289
0.459157467,0.9718188,0.09557509,-0.2065059,-0.02041477
0.479229927,0.9718226,0.0955297,-0.2065074,-0.02043161
0.499302387,0.9718268,0.09547584,-0.2065113,-0.02043874
0.519374848,0.9718343,0.09540126,-0.2065098,-0.02044758
0.539447308,0.9718485,0.09530595,-0.2064856,-0.02046083
0.559519768,0.9718544,0.09520459,-0.2065038,-0.02047325
0.579592228,0.9718595,0.09507716,-0.2065367,-0.02049391
0.599665165,0.971859,0.09502048,-0.2065618,-0.0205214
0.619737625,0.9718516,0.0950103,-0.2065997,-0.02053895
0.639810085,0.9718427,0.09499248,-0.2066478,-0.02055992
0.659882546,0.9718359,0.09499449,-0.2066778,-0.02056696
0.679955006,0.9718239,0.09507541,-0.2066976,-0.02056154
0.700027466,0.9718121,0.09516425,-0.2067143,-0.02054324
0.720099926,0.9718028,0.09519197,-0.2067469,-0.02052569
0.740172386,0.9717939,0.09519245,-0.2067888,-0.02051559
0.760244369,0.9717853,0.09517848,-0.2068364,-0.02051195
0.780316830,0.9717867,0.09510867,-0.2068621,-0.02051123
0.800389290,0.9717897,0.09504603,-0.2068764,-0.02051552
0.820461750,0.9717997,0.09504289,-0.2068312,-0.02050873
0.840534210,0.9718061,0.09509157,-0.2067814,-0.02048373
0.860606670,0.9718131,0.09520912,-0.2066979,-0.02045166
0.880679131,0.9718272,0.0952922,-0.2066,-0.0203861
0.900751591,0.971841,0.09536506,-0.2065048,-0.02034816
0.920824051,0.9718549,0.09538566,-0.2064342,-0.02030582
0.940896511,0.9718711,0.09540146,-0.206356,-0.02024651
0.960968971,0.9718806,0.09544261,-0.2062972,-0.0202008
0.978532314,0.9718855,0.09545995,-0.2062672,-0.0201859
0.998604298,0.9718891,0.09542382,-0.2062665,-0.02018803
1.018676758,0.9719008,0.0953352,-0.2062516,-0.0202038
1.038749218,0.9719054,0.09530072,-0.2062441,-0.02022224
1.058821678,0.9719112,0.09522509,-0.2062489,-0.02024641
1.078895092,0.9719113,0.0951857,-0.2062646,-0.02026688
1.098967552,0.9719142,0.09516059,-0.2062615,-0.02027499
1.119040012,0.9719155,0.09512314,-0.2062696,-0.02030621
1.139112473,0.971912,0.09510872,-0.2062905,-0.0203315
1.159184456,0.9719177,0.094997,-0.2063139,-0.02034497
1.179256916,0.9719157,0.09491257,-0.2063601,-0.02036723
1.199329376,0.9719141,0.09485201,-0.2063929,-0.02038802
1.219401836,0.971919,0.09483516,-0.2063763,-0.0204014
1.239474297,0.9719268,0.09484015,-0.2063361,-0.02041023
1.259546757,0.9719408,0.09483672,-0.2062737,-0.02039569
1.279619217,0.9719529,0.09481959,-0.2062263,-0.02037549
1.299691677,0.9719565,0.09488636,-0.2061806,-0.02035668
1.319764137,0.9719464,0.09495575,-0.2061958,-0.02035909
1.339836598,0.9719341,0.09493789,-0.2062613,-0.02037086
1.359909058,0.9719207,0.09492742,-0.2063291,-0.02037213
1.379981518,0.9719217,0.0948527,-0.2063581,-0.02037381
1.400053978,0.9719229,0.09481119,-0.206372,-0.0203744
1.420126438,0.9719225,0.09485003,-0.2063576,-0.02035791
1.440198898,0.97192,0.09489738,-0.2063476,-0.0203573
1.460271359,0.9719132,0.09492419,-0.206365,-0.02038001
1.480343819,0.9719046,0.09493563,-0.2063976,-0.02040047
1.500416279,0.9719021,0.09494852,-0.2064037,-0.0204048
1.520488739,0.9718973,0.09498774,-0.2064099,-0.02038931
1.540560722,0.9718961,0.09497893,-0.206423,-0.02035494
1.560633183,0.9718932,0.09496734,-0.2064427,-0.02034302
1.580705643,0.9718932,0.0949543,-0.2064508,-0.0203221
1.600778103,0.9718982,0.09492299,-0.2064429,-0.0203079
1.620850563,0.9718955,0.09490875,-0.2064624,-0.02030835
1.640923023,0.9718943,0.09490389,-0.2064699,-0.0203064
1.660995484,0.9718922,0.09492415,-0.2064724,-0.02029278
1.678559303,0.9718872,0.09493725,-0.2064895,-0.02029751
1.698631763,0.9718787,0.09496488,-0.2065171,-0.0202962
1.718707085,0.9718766,0.09497645,-0.2065212,-0.02030012
1.738776684,0.9718733,0.0950167,-0.2065189,-0.02029137
1.758849144,0.971869,0.09505026,-0.2065238,-0.02028652
1.778921604,0.9718664,0.09507676,-0.2065257,-0.02027442
1.798994064,0.9718656,0.09508199,-0.2065274,-0.02027132
1.819066524,0.9718643,0.0950743,-0.2065379,-0.02026099
1.839138985,0.9718664,0.09503168,-0.2065467,-0.02026665
1.859211445,0.9718664,0.09503511,-0.2065473,-0.0202451
1.879283905,0.9718677,0.09506076,-0.2065312,-0.02023255
1.899356365,0.9718642,0.09508934,-0.2065337,-0.02023607
1.919428825,0.9718627,0.0951217,-0.2065253,-0.02023726
1.939500809,0.9718626,0.0951394,-0.2065185,-0.02023085
1.959573269,0.9718608,0.09513813,-0.2065277,-0.02023387
1.979645729,0.9718617,0.09511911,-0.206532,-0.02023306
1.999718189,0.9718627,0.0950729,-0.2065492,-0.02022266
2.019790649,0.9718657,0.09500312,-0.2065667,-0.0202349
2.039863110,0.9718696,0.0949281,-0.2065826,-0.02023361
2.059935570,0.9718685,0.09488098,-0.206612,-0.02021579
2.080008030,0.9718748,0.09486438,-0.2065922,-0.02019194
2.100080490,0.9718766,0.09490459,-0.2065659,-0.02018577
2.120152950,0.9718742,0.09494763,-0.2065565,-0.02019007
2.140225410,0.9718683,0.09503562,-0.2065426,-0.02019531
2.160297871,0.971868,0.09508497,-0.206522,-0.0201993
2.180370331,0.9718716,0.0951018,-0.2064969,-0.02020073
2.200442791,0.9718742,0.09512321,-0.2064761,-0.02018592
2.220515251,0.9718751,0.0951385,-0.2064665,-0.02016833
2.240587711,0.9718757,0.09514291,-0.2064633,-0.02015162
2.260660172,0.9718719,0.09514849,-0.2064798,-0.02014481
2.280732632,0.971867,0.09514593,-0.2065022,-0.02015746
2.300805092,0.971866,0.09512512,-0.2065154,-0.02016754
2.320877552,0.9718611,0.09511986,-0.2065387,-0.02019185
2.340949535,0.9718572,0.09512355,-0.2065527,-0.02022186
2.361021996,0.9718544,0.0951231,-0.2065624,-0.02026028
2.378585816,0.9718527,0.09511925,-0.2065683,-0.02029284
2.398658276,0.9718472,0.0951181,-0.2065918,-0.02032294
2.418730736,0.9718451,0.09513559,-0.2065917,-0.02034441
2.438803196,0.9718466,0.09514478,-0.2065784,-0.02036138
2.458875656,0.971846,0.09515695,-0.2065739,-0.0203802
2.478948116,0.9718516,0.09516709,-0.2065435,-0.02037974
2.499020577,0.9718564,0.09521107,-0.2065001,-0.02037784
2.519093037,0.9718587,0.0952219,-0.2064845,-0.02038003
2.539165497,0.9718635,0.09524604,-0.2064492,-0.02039286
2.559237957,0.9718712,0.09525678,-0.2064086,-0.02038775
2.579310417,0.9718839,0.09528132,-0.2063373,-0.02038784
2.599382877,0.9718906,0.09529159,-0.206301,-0.02039224
2.619455338,0.9718938,0.09531332,-0.2062758,-0.02039068
2.639527798,0.9718992,0.09533225,-0.2062425,-0.02038516
2.659600258,0.9719054,0.09530516,-0.2062252,-0.02038875
2.679673195,0.9719046,0.09529199,-0.2062348,-0.02038925
2.699745178,0.9719027,0.09528907,-0.2062457,-0.02039046
2.719817161,0.9719025,0.09527683,-0.2062526,-0.02037802
2.739889622,0.9719014,0.0952739,-0.2062616,-0.02035929
2.759962082,0.9719025,0.09528945,-0.2062489,-0.02035432
2.780034542,0.9719037,0.09533043,-0.2062249,-0.02035365
2.800107002,0.9719035,0.0953908,-0.2061972,-0.02035805
2.820179462,0.9719029,0.09543938,-0.2061762,-0.02037341
2.840251923,0.9719031,0.09549348,-0.2061495,-0.0203817
2.860324383,0.9719099,0.09550889,-0.2061125,-0.02036379
2.880396843,0.9719114,0.09551777,-0.2061016,-0.0203614
2.900469303,0.971916,0.09550346,-0.2060879,-0.02034717
2.920541763,0.9719191,0.0954966,-0.2060774,-0.02033906
2.940614223,0.971922,0.0954889,-0.2060666,-0.02033723
2.960686684,0.9719246,0.09548116,-0.2060592,-0.02032676
2.980759144,0.9719241,0.09552259,-0.2060435,-0.02031377
3.000831604,0.9719247,0.09556786,-0.2060198,-0.02031148
3.020904064,0.9719207,0.09559736,-0.2060245,-0.02031814
3.040976524,0.971919,0.09561115,-0.2060245,-0.02033547
3.058540344,0.9719151,0.09563222,-0.2060316,-0.02035788
3.078612804,0.9719121,0.09567798,-0.2060213,-0.02038873
3.098685265,0.9719039,0.09573413,-0.2060307,-0.02041649
3.118757248,0.971897,0.09579226,-0.2060344,-0.02043602
3.138829708,0.9718933,0.09582517,-0.2060359,-0.02044392
3.158902168,0.9718893,0.09586404,-0.2060353,-0.02045622
3.178974628,0.9718874,0.09589498,-0.2060284,-0.02046837
3.199047089,0.9718847,0.09594148,-0.2060181,-0.02048172
3.219119549,0.9718835,0.0959853,-0.2060018,-0.02050165
3.239192009,0.9718863,0.0959971,-0.2059819,-0.02051318
3.259264469,0.9718924,0.09602648,-0.205937,-0.0205418
3.279336929,0.9718976,0.09607721,-0.2058877,-0.0205458
3.299409390,0.9719028,0.09611644,-0.205844,-0.02055342
3.319481850,0.9719126,0.09611951,-0.2057945,-0.02056997
3.339554310,0.9719225,0.0961253,-0.2057444,-0.02058117
3.359626770,0.971935,0.09607916,-0.2057079,-0.02056612
3.379699230,0.9719473,0.09599292,-0.2056905,-0.02057016
3.399771690,0.9719571,0.09594965,-0.205662,-0.02058786
3.419844151,0.9719655,0.09598738,-0.2056039,-0.02059494
3.439916611,0.9719697,0.09605721,-0.2055513,-0.02060196
3.459989071,0.9719709,0.09610965,-0.2055212,-0.02059715
3.480061531,0.9719788,0.09614141,-0.2054703,-0.02058811
3.500133515,0.9719818,0.09612776,-0.2054622,-0.02058392
3.520205975,0.9719909,0.09611366,-0.205428,-0.02056461
3.540278435,0.9720027,0.09603683,-0.2054097,-0.02054501
3.560350895,0.9720132,0.09595348,-0.2054001,-0.02053765
3.580423355,0.9720202,0.09591421,-0.2053874,-0.02051809
3.600495815,0.9720296,0.09588284,-0.2053603,-0.02048798
3.620568276,0.972037,0.09585429,-0.2053405,-0.02046931
3.640640736,0.9720412,0.09582379,-0.2053362,-0.02045546
3.660713196,0.9720425,0.0957675,-0.2053571,-0.02044667
3.680785656,0.9720425,0.09573316,-0.2053755,-0.02042808
3.700858116,0.9720401,0.09568074,-0.2054112,-0.02042854
3.720930576,0.9720385,0.0956382,-0.2054379,-0.02042869
3.741003513,0.9720332,0.09562312,-0.2054708,-0.02042282
3.758566856,0.9720297,0.0955997,-0.2054985,-0.02041996
3.778639317,0.9720336,0.09557587,-0.205491,-0.02041923
3.798711777,0.97203,0.09557053,-0.2055106,-0.02042085
3.818784237,0.9720281,0.09555725,-0.205525,-0.02043138
3.838856697,0.9720294,0.09551982,-0.2055347,-0.02044123
3.858929157,0.9720276,0.09553198,-0.2055374,-0.02044248
3.879001617,0.9720347,0.09549574,-0.2055193,-0.02045834
3.899073601,0.9720384,0.09548398,-0.2055064,-0.02046341
3.919146061,0.9720419,0.09547527,-0.2054937,-0.02046577
3.939218521,0.9720428,0.09550093,-0.2054766,-0.02048012
3.959290981,0.9720427,0.09553932,-0.2054594,-0.02047674
3.979363441,0.9720432,0.09554181,-0.2054556,-0.02048363
3.999435902,0.972051,0.09553467,-0.2054206,-0.02049824
4.019508362,0.9720548,0.09555946,-0.2053889,-0.02051428
4.039580822,0.9720579,0.09560565,-0.2053501,-0.02054391
4.059653282,0.9720595,0.09564496,-0.2053222,-0.02056048
4.079725742,0.9720563,0.09569311,-0.2053103,-0.02060593
4.099798203,0.9720472,0.0957737,-0.2053134,-0.02063317
4.119870663,0.972044,0.0958259,-0.2053009,-0.02066838
4.139943123,0.9720421,0.09589435,-0.2052754,-0.02068741
4.160015583,0.9720346,0.09594037,-0.2052872,-0.02071117
4.180088043,0.9720261,0.0959845,-0.2053042,-0.02074452
4.200160503,0.9720191,0.09595253,-0.2053474,-0.02078574
4.220232964,0.972016,0.09591405,-0.205376,-0.02082634
4.240305424,0.9720148,0.09589201,-0.205389,-0.02085854
4.260377884,0.9720128,0.09585362,-0.2054112,-0.02090776
4.280450344,0.9720094,0.0958084,-0.2054426,-0.02096639
4.300522327,0.9720064,0.09574122,-0.2054825,-0.02102225
4.320594788,0.9720054,0.09569114,-0.205504,-0.02108318
4.340667248,0.9720014,0.0956689,-0.2055276,-0.02113997
4.360739708,0.9720024,0.09566659,-0.2055192,-0.02117888
4.380812168,0.9720018,0.09566773,-0.205519,-0.02120923
4.400884628,0.9720033,0.09566315,-0.2055103,-0.02124305
4.420957089,0.9720086,0.09566483,-0.2054804,-0.02127868
4.438520908,0.972008,0.09569529,-0.2054655,-0.02131726
4.458593369,0.9720116,0.09571669,-0.2054349,-0.02135052
4.478665829,0.9720101,0.09573587,-0.2054283,-0.02139607
4.498738289,0.9720088,0.0957699,-0.2054122,-0.02145954
4.518810749,0.9720069,0.09577921,-0.2054068,-0.02156248
4.538883209,0.9719972,0.09580651,-0.2054208,-0.02173611
4.558955670,0.9719855,0.09593595,-0.2053901,-0.02197781
4.579028130,0.9719948,0.09598903,-0.2052921,-0.02225473
4.599100590,0.9720126,0.09595849,-0.205192,-0.02252312
4.619173050,0.9720382,0.09606802,-0.2049916,-0.02277606
4.639245510,0.9720663,0.09638988,-0.2046818,-0.02300156
4.659317970,0.9720919,0.09686616,-0.2043016,-0.02329835
4.679389954,0.9721317,0.09725863,-0.2038857,-0.02364333
4.699462414,0.972174,0.09765823,-0.2034526,-0.02398688
4.719534874,0.9722457,0.09784748,-0.2029948,-0.02418632
4.739607334,0.9723299,0.09794785,-0.2025314,-0.02428236
4.759679794,0.972451,0.09818549,-0.2018332,-0.02428832
4.779752254,0.9725498,0.09887727,-0.2010203,-0.02426052
4.799824715,0.9726579,0.09965948,-0.2001117,-0.02424068
4.819897175,0.9727691,0.1004794,-0.1991897,-0.02398401
4.839969635,0.9728489,0.1015549,-0.1983151,-0.02346004
4.860042095,0.972937,0.1023953,-0.197509,-0.02294571
4.880114555,0.9729972,0.1033363,-0.1967894,-0.02235213
4.900187016,0.9730652,0.1038783,-0.196248,-0.02162786
4.920259476,0.9731209,0.1044308,-0.1957772,-0.02071157
4.940331936,0.9730955,0.1052036,-0.1955964,-0.01967424
4.960404396,0.9730406,0.1059617,-0.1955637,-0.01861175
4.980476856,0.9729624,0.106605,-0.195693,-0.01764783
5.000549316,0.972896,0.1071355,-0.195811,-0.01676326
5.020621777,0.9728459,0.1073847,-0.1959844,-0.01603903
5.040694237,0.9728029,0.107325,-0.1962673,-0.01557864
5.060766697,0.9727446,0.1065064,-0.1970224,-0.01530095
5.080838680,0.9725757,0.1054028,-0.1984461,-0.0152823
5.100911140,0.9722773,0.104322,-0.2004586,-0.01541747
5.120983601,0.9718521,0.1031306,-0.2030832,-0.01588795
5.138547421,0.9713518,0.1018557,-0.2060321,-0.01672291
5.158619881,0.9706002,0.1001457,-0.2102562,-0.01805494
5.178692341,0.9695196,0.09862115,-0.2157371,-0.01976542
5.198764801,0.9680704,0.09716096,-0.2225923,-0.02190455
5.218837261,0.9662421,0.09515107,-0.2309319,-0.02491312
5.238909721,0.9639073,0.09283555,-0.2409654,-0.02876933
5.258982182,0.9609393,0.09066857,-0.252795,-0.03312316
5.279054642,0.9572101,0.08819479,-0.2667496,-0.03798623
5.299127102,0.9525525,0.0856934,-0.2829468,-0.0432326
5.319199562,0.946732,0.08264025,-0.3019079,-0.04845935
5.339272022,0.9394813,0.07883351,-0.3238918,-0.05368323
5.359344483,0.930133,0.07447322,-0.3498968,-0.05921237
5.379416943,0.9178161,0.07047554,-0.380914,-0.0646456
5.399489403,0.9016397,0.06643654,-0.4177078,-0.0691366
5.419561863,0.8808513,0.06205546,-0.4599347,-0.07305919
5.439634323,0.8543229,0.05647159,-0.507726,-0.07606108
5.459706783,0.8204089,0.04776287,-0.5614317,-0.07790918
5.479778767,0.7826062,0.03646805,-0.6136822,-0.07886067
5.499852181,0.7483786,0.03486229,-0.6545122,-0.08339716
5.519923687,0.7122209,0.03799106,-0.6930505,-0.0872151
5.539996147,0.6765758,0.0392228,-0.7271861,-0.09238452
5.560068607,0.6488459,0.03351239,-0.7528855,-0.08756115
5.580141068,0.6432144,0.02892786,-0.7586192,-0.08101212
5.600213528,0.6714994,0.02707079,-0.7346207,-0.07290895
5.620285988,0.7075985,0.0386962,-0.6993496,-0.07310846
5.640358448,0.741357,0.04210149,-0.6640339,-0.06560362
5.660430908,0.7759612,0.04704788,-0.6235814,-0.05868959
5.680503369,0.8087379,0.05436506,-0.5806336,-0.04979487
5.700575828,0.8385974,0.05995118,-0.536943,-0.03847301
5.720648289,0.8660421,0.06211258,-0.4919671,-0.0266276
5.740720749,0.8908113,0.06310334,-0.4458781,-0.01712951
5.760793209,0.912353,0.06108415,-0.4005179,-0.009666099
5.780865669,0.9313126,0.05655195,-0.3550321,-0.006193523
5.800938129,0.9469745,0.05390903,-0.3112373,-0.00960046
5.818501949,0.9577249,0.05092147,-0.2766118,-0.01682967
5.838574409,0.9671691,0.04688573,-0.2412377,-0.02859447
5.858646393,0.9747189,0.0415042,-0.2073024,-0.04305466
5.878718853,0.9813892,0.03268557,-0.1702394,-0.05876193
5.898791313,0.9862898,0.03057812,-0.1318444,-0.07444531
5.918863773,0.9891636,0.02689284,-0.09825218,-0.08835257
5.938936234,0.9905245,0.01827625,-0.07579468,-0.09700494
5.959008694,0.9910711,0.005630131,-0.06609249,-0.1000292
5.979081154,0.9908442,-0.002065009,-0.06886122,-0.1005447
5.999153614,0.9900888,-0.0001494974,-0.08115037,-0.0988251
6.019226074,0.9888389,0.002969188,-0.0980434,-0.09593759
6.039298534,0.9869605,0.007896101,-0.1156924,-0.09533904
6.059370995,0.9843602,0.02086921,-0.129181,-0.1026621
6.079443455,0.979639,0.0387044,-0.1540724,-0.1081607
6.099515915,0.9772724,0.04735955,-0.17025,-0.1016771
6.119588375,0.9734561,0.0649525,-0.1862648,-0.1004857
6.139660835,0.9709975,0.07022541,-0.1967431,-0.1007571
6.159733295,0.9697835,0.07516906,-0.2013975,-0.09968037
6.179805756,0.9693126,0.07921702,-0.2015602,-0.100791
6.199878216,0.9693911,0.08737642,-0.1972116,-0.1018897
6.219950676,0.9699894,0.09203038,-0.1923096,-0.1014674
6.240023136,0.9703823,0.09429368,-0.1892687,-0.1013502
6.260095120,0.9705803,0.09469966,-0.1880075,-0.1014238
6.280167580,0.97074,0.09500413,-0.1868978,-0.1016609
6.300240040,0.9709128,0.09505882,-0.1860078,-0.1015915
6.320312500,0.9710457,0.09533212,-0.1854213,-0.101136
6.340384960,0.9710708,0.0958707,-0.185299,-0.1006102
6.360457420,0.9709792,0.09616213,-0.1859187,-0.1000705
6.380529881,0.9706993,0.09618652,-0.1877777,-0.09928867
6.400602341,0.9702187,0.0958772,-0.1908213,-0.09847933
6.420674801,0.9695541,0.09575242,-0.1945331,-0.0978817
6.440747261,0.9686922,0.09599493,-0.198767,-0.09767208
6.460819721,0.9675704,0.09608861,-0.2039039,-0.09810896
6.480892182,0.9661847,0.09634328,-0.2097135,-0.09926156
6.500964642,0.9646245,0.09617294,-0.2161079,-0.1008733
6.518527508,0.963192,0.09565422,-0.222009,-0.1022308
6.538599968,0.9614567,0.09501684,-0.2289802,-0.1037714
6.558673382,0.9596061,0.09401983,-0.2362898,-0.1054094
6.578745842,0.9576301,0.09309937,-0.2437759,-0.1071345
6.598818302,0.9554806,0.09187881,-0.2516319,-0.1091971
6.618890762,0.9529355,0.09065852,-0.2604593,-0.1117302
6.638963223,0.9497904,0.0896003,-0.2708205,-0.1146906
6.659035206,0.9456986,0.08783141,-0.2839193,-0.1181417
6.679107666,0.9402093,0.08567148,-0.3007113,-0.121931
6.699180126,0.9328244,0.08252479,-0.3222108,-0.1258416
6.719252586,0.9221947,0.07916296,-0.3501097,-0.131685
6.739325046,0.9064893,0.07637481,-0.387246,-0.1382475
6.759397507,0.8837258,0.07171142,-0.4358077,-0.1434758
6.779469967,0.8515978,0.06097815,-0.4962047,-0.1465298
6.799542427,0.807083,0.04634466,-0.5664579,-0.1490705
6.819614887,0.7536176,0.03349756,-0.6362203,-0.1509626
6.839687347,0.7082109,0.04023545,-0.6839475,-0.1601929
6.859759808,0.6632707,0.05521857,-0.7248362,-0.168116
6.879832268,0.6210346,0.06400722,-0.7597688,-0.1720403
6.899904728,0.5851684,0.04939437,-0.7920219,-0.1564195
6.919977188,0.5793246,0.02737386,-0.8007631,-0.1379846
6.940049648,0.6078836,0.03865558,-0.7763598,-0.1512493
6.960122108,0.6526806,0.0673785,-0.7322871,-0.1727744
6.980194569,0.7017646,0.08040038,-0.685492,-0.1667054
7.000267029,0.7457683,0.07817695,-0.643275,-0.1433271
7.020339489,0.7863845,0.0950234,-0.5940692,-0.1275905
7.040411472,0.8264591,0.1024854,-0.5401475,-0.1064432
7.060483933,0.8603637,0.1028313,-0.4878204,-0.08864956
7.080556393,0.8896518,0.1009671,-0.4353535,-0.07362006
7.100628853,0.9152933,0.09486109,-0.3823946,-0.06034433
7.120701313,0.9366508,0.08396953,-0.3316553,-0.04761061
7.140773773,0.9545646,0.07063135,-0.2809771,-0.03868971
7.160846233,0.9686141,0.05682472,-0.2321833,-0.03572116
7.180918694,0.9785897,0.04350659,-0.1881181,-0.0413369
7.198482037,0.9845819,0.03077241,-0.1535655,-0.05192937
7.218554497,0.9891168,0.0186185,-0.116048,-0.06679688
7.238626957,0.9916523,0.01237513,-0.07808576,-0.08368333
7.258699417,0.9919631,0.006812467,-0.05025291,-0.1003245
7.278771401,0.9913659,0.0008466175,-0.0374519,-0.1114359
7.298843861,0.9907674,5.09335E-05,-0.04038925,-0.1156564
7.318916321,0.9898869,0.01505605,-0.05874659,-0.1143397
7.338988781,0.988256,0.02545284,-0.08318287,-0.1114031
7.359061241,0.9857965,0.0393725,-0.1033908,-0.1122182
7.379133701,0.9825754,0.04823436,-0.1267311,-0.1130749
7.399206162,0.9781107,0.05775941,-0.145956,-0.1236433
7.419278622,0.9724345,0.08846085,-0.1621758,-0.1298942
